Strigiformes;Strigidae;Owls;Owls;"Ninox variegata";"Bismarck Boobook";Bismarckvalkuil;0;;
Strigiformes;Strigidae;Owls;Owls;"Ninox odiosa";"New Britain Boobook";New-Britainvalkuil;0;;
Strigiformes;Strigidae;Owls;Owls;"Uroglaux dimorpha";"Papuan Owl";Havikuil;0;;
Coliiformes;Coliidae;Mousebirds;Mousebirds;"Colius striatus";"Speckled Mousebird";"Bruine Muisvogel";0;;
Coliiformes;Coliidae;Mousebirds;Mousebirds;"Colius leucocephalus";"White-headed Mousebird";Witkopmuisvogel;0;;
Coliiformes;Coliidae;Mousebirds;Mousebirds;"Colius castanotus";"Red-backed Mousebird";Roodstuitmuisvogel;0;;
Coliiformes;Coliidae;Mousebirds;Mousebirds;"Colius colius";"White-backed Mousebird";Witstuitmuisvogel;0;;
Coliiformes;Coliidae;Mousebirds;Mousebirds;"Urocolius macrourus";"Blue-naped Mousebird";Blauwnekmuisvogel;0;;
Coliiformes;Coliidae;Mousebirds;Mousebirds;"Urocolius indicus";"Red-faced Mousebird";Roodwangmuisvogel;0;;
Leptosomiformes;Leptosomidae;Cuckoo-roller;Cuckoo-roller;"Leptosomus discolor";Cuckoo-roller;Koerol;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Euptilotis neoxenus";"Eared Quetzal";"Geoorde Trogon";0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Pharomachrus pavoninus";"Pavonine Quetzal";Pauwquetzal;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Pharomachrus auriceps";"Golden-headed Quetzal";Goudkopquetzal;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Pharomachrus mocinno";"Resplendent Quetzal";Quetzal;1;birds/pharomachrus-mocinno/large.jpg;birds/pharomachrus-mocinno/thumb.jpg
Trogoniformes;Trogonidae;Trogons;Trogons;"Pharomachrus fulgidus";"White-tipped Quetzal";Santa-Martaquetzal;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Pharomachrus antisianus";"Crested Quetzal";Kuifquetzal;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Priotelus temnurus";"Cuban Trogon";"Cubaanse Trogon";0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Priotelus roseigaster";"Hispaniolan Trogon";Hispaniolatrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon clathratus";"Lattice-tailed Trogon";Rasterstaarttrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon massena";"Slaty-tailed Trogon";"Massena's Trogon";0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon comptus";"Blue-tailed Trogon";Blauwstaarttrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon mesurus";"Ecuadorian Trogon";"Ecuadoraanse Trogon";0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon melanurus";"Black-tailed Trogon";Zwartstaarttrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon melanocephalus";"Black-headed Trogon";Zwartkoptrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon citreolus";"Citreoline Trogon";Grijskoptrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon chionurus";"White-tailed Trogon";Witstaarttrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon viridis";"Green-backed Trogon";Groenrugtrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon bairdii";"Baird's Trogon";"Bairds Trogon";0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon caligatus";"Gartered Trogon";"Goulds Trogon";0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon violaceus";"Guianan Trogon";Guyanatrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon ramonianus";"Amazonian Trogon";Amazonetrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon curucui";"Blue-crowned Trogon";Blauwkruintrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon surrucura";"Surucua Trogon";Surucuátrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon rufus";"Black-throated Trogon";Zwartkeeltrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon elegans";"Elegant Trogon";Koperstaarttrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon mexicanus";"Mountain Trogon";"Mexicaanse Trogon";0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon collaris";"Collared Trogon";"Gekraagde Trogon";0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Trogon personatus";"Masked Trogon";Maskertrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Apaloderma narina";"Narina Trogon";Narinatrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Apaloderma aequatoriale";"Bare-cheeked Trogon";Geelwangtrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Apaloderma vittatum";"Bar-tailed Trogon";Bandstaarttrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Harpactes reinwardtii";"Javan Trogon";"Reinwardts Trogon";0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Harpactes mackloti";"Sumatran Trogon";"Macklots Trogon";0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Harpactes fasciatus";"Malabar Trogon";Malabartrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Harpactes kasumba";"Red-naped Trogon";Roodnektrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Harpactes diardii";"Diard's Trogon";"Diards Trogon";0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Harpactes ardens";"Philippine Trogon";"Filippijnse Trogon";0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Harpactes whiteheadi";"Whitehead's Trogon";"Whiteheads Trogon";0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Harpactes orrhophaeus";"Cinnamon-rumped Trogon";Bruinrugtrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Harpactes duvaucelii";"Scarlet-rumped Trogon";Roodrugtrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Harpactes erythrocephalus";"Red-headed Trogon";Roodkoptrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Harpactes oreskios";"Orange-breasted Trogon";Groenkoptrogon;0;;
Trogoniformes;Trogonidae;Trogons;Trogons;"Harpactes wardi";"Ward's Trogon";"Wards Trogon";0;;
Bucerotiformes;Upupidae;Hoopoes;Hoopoes;"Upupa epops";"Eurasian Hoopoe";Hop;1;birds/upupa-epops/large.jpg;birds/upupa-epops/thumb.jpg
Bucerotiformes;Upupidae;Hoopoes;Hoopoes;"Upupa marginata";"Madagascar Hoopoe";Madagaskarhop;0;;
Bucerotiformes;Phoeniculidae;"Woodhoopoes and Scimitarbills";"Woodhoopoes and Scimitarbills";"Phoeniculus purpureus";"Green Woodhoopoe";"Groene Kakelaar";0;;
Bucerotiformes;Phoeniculidae;"Woodhoopoes and Scimitarbills";"Woodhoopoes and Scimitarbills";"Phoeniculus damarensis";"Violet Woodhoopoe";Damara-kakelaar;0;;
Bucerotiformes;Phoeniculidae;"Woodhoopoes and Scimitarbills";"Woodhoopoes and Scimitarbills";"Phoeniculus somaliensis";"Black-billed Woodhoopoe";Zwartsnavelkakelaar;0;;
Bucerotiformes;Phoeniculidae;"Woodhoopoes and Scimitarbills";"Woodhoopoes and Scimitarbills";"Phoeniculus bollei";"White-headed Woodhoopoe";Witkopkakelaar;0;;
Bucerotiformes;Phoeniculidae;"Woodhoopoes and Scimitarbills";"Woodhoopoes and Scimitarbills";"Rhinopomastus castaneiceps";"Forest Scimitarbill";Bruinkopboomhop;0;;
Bucerotiformes;Phoeniculidae;"Woodhoopoes and Scimitarbills";"Woodhoopoes and Scimitarbills";"Rhinopomastus aterrimus";"Black Scimitarbill";"Zwarte Boomhop";0;;
Bucerotiformes;Phoeniculidae;"Woodhoopoes and Scimitarbills";"Woodhoopoes and Scimitarbills";"Rhinopomastus cyanomelas";"Common Scimitarbill";"Zuid-Afrikaanse Boomhop";0;;
Bucerotiformes;Phoeniculidae;"Woodhoopoes and Scimitarbills";"Woodhoopoes and Scimitarbills";"Rhinopomastus minor";"Abyssinian Scimitarbill";"Abessijnse Boomhop";0;;
Bucerotiformes;Bucorvidae;Ground-Hornbills;Ground-Hornbills;"Bucorvus abyssinicus";"Abyssinian Ground-Hornbill";"Noordelijke Hoornraaf";0;;
Bucerotiformes;Bucorvidae;Ground-Hornbills;Ground-Hornbills;"Bucorvus leadbeateri";"Southern Ground-Hornbill";"Zuidelijke Hoornraaf";1;birds/bucorvus-leadbeateri/large.jpg;birds/bucorvus-leadbeateri/thumb.jpg
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Lophoceros camurus";"Red-billed Dwarf Hornbill";Dwergtok;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Lophoceros alboterminatus";"Crowned Hornbill";Kuiftok;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Lophoceros bradfieldi";"Bradfield's Hornbill";"Bradfields Tok";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Lophoceros fasciatus";"African Pied Hornbill";"Bonte Tok";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Lophoceros hemprichii";"Hemprich's Hornbill";"Hemprichs Tok";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Lophoceros nasutus";"African Gray Hornbill";"Grijze Tok";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Lophoceros pallidirostris";"Pale-billed Hornbill";Diksnaveltok;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Tockus flavirostris";"Eastern Yellow-billed Hornbill";"Ethiopische Geelsnaveltok";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Tockus leucomelas";"Southern Yellow-billed Hornbill";"Zuidelijke Geelsnaveltok";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Tockus jacksoni";"Jackson's Hornbill";"Jacksons Tok";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Tockus deckeni";"Von der Decken's Hornbill";"Von der Deckens Tok";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Tockus monteiri";"Monteiro's Hornbill";"Monteiro's Tok";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Tockus rufirostris";"Southern Red-billed Hornbill";"Zuidelijke Roodsnaveltok";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Tockus damarensis";"Damara Red-billed Hornbill";Damaratok;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Tockus ruahae";"Tanzanian Red-billed Hornbill";Tanzaniaroodsnaveltok;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Tockus kempi";"Western Red-billed Hornbill";"Westelijke Roodsnaveltok";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Tockus erythrorhynchus";"Northern Red-billed Hornbill";Roodsnaveltok;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Berenicornis comatus";"White-crowned Hornbill";Langkuifneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Horizocerus albocristatus";"White-crested Hornbill";Witkuiftok;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Horizocerus hartlaubi";"Black Dwarf Hornbill";"Zwarte Tok";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Ceratogymna atrata";"Black-casqued Hornbill";Blauwkeelneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Ceratogymna elata";"Yellow-casqued Hornbill";Geelhelmneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Bycanistes brevis";"Silvery-cheeked Hornbill";Zilveroorneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Bycanistes subcylindricus";"Black-and-white-casqued Hornbill";Grijsoorneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Bycanistes cylindricus";"Brown-cheeked Hornbill";Bruinoorneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Bycanistes albotibialis";"White-thighed Hornbill";Witpootneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Bycanistes bucinator";"Trumpeter Hornbill";Trompetneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Bycanistes fistulator";"Piping Hornbill";Fluitneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Buceros vigil";"Helmeted Hornbill";Helmneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Buceros hydrocorax";"Rufous Hornbill";"Rosse Neushoornvogel";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Buceros rhinoceros";"Rhinoceros Hornbill";"Gewone Neushoornvogel";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Buceros bicornis";"Great Hornbill";"Dubbelhoornige Neushoornvogel";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Anorrhinus galeritus";"Bushy-crested Hornbill";Zwartkuifneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Anorrhinus austeni";"Brown Hornbill";"Austens Bruine Neushoornvogel";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Anorrhinus tickelli";"Rusty-cheeked Hornbill";"Tickells Bruine Neushoornvogel";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Ocyceros birostris";"Indian Gray Hornbill";Wigstaarttok;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Ocyceros griseus";"Malabar Gray Hornbill";Malabartok;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Ocyceros gingalensis";"Sri Lanka Gray Hornbill";Ceylontok;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Anthracoceros malayanus";"Black Hornbill";"Zwarte Neushoornvogel";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Anthracoceros montani";"Sulu Hornbill";Suluneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Anthracoceros coronatus";"Malabar Pied-Hornbill";Malabarneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Anthracoceros albirostris";"Oriental Pied-Hornbill";"Indische Neushoornvogel";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Anthracoceros marchei";"Palawan Hornbill";Palawanneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Aceros nipalensis";"Rufous-necked Hornbill";Himalayajaarvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Rhyticeros cassidix";"Knobbed Hornbill";Sulawesi-jaarvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Rhyticeros everetti";"Sumba Hornbill";Soembajaarvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Rhyticeros undulatus";"Wreathed Hornbill";"Gewone Jaarvogel";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Rhyticeros subruficollis";"Plain-pouched Hornbill";"Kleine Jaarvogel";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Rhyticeros narcondami";"Narcondam Hornbill";Narcondamjaarvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Rhyticeros plicatus";"Blyth's Hornbill";Papoeajaarvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Rhabdotorrhinus exarhatus";"Sulawesi Hornbill";"Temmincks Neushoornvogel";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Rhabdotorrhinus corrugatus";"Wrinkled Hornbill";"Maleise Jaarvogel";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Rhabdotorrhinus waldeni";"Writhe-billed Hornbill";"Waldens Jaarvogel";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Rhabdotorrhinus leucocephalus";"Writhed Hornbill";"Filippijnse Jaarvogel";0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Penelopides panini";"Visayan Hornbill";Visayanneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Penelopides manillae";"Luzon Hornbill";Luzonneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Penelopides mindorensis";"Mindoro Hornbill";Mindoroneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Penelopides samarensis";"Samar Hornbill";Samarneushoornvogel;0;;
Bucerotiformes;Bucerotidae;Hornbills;Hornbills;"Penelopides affinis";"Mindanao Hornbill";Mindanaoneushoornvogel;0;;
Coraciiformes;Todidae;Todies;Todies;"Todus multicolor";"Cuban Tody";"Cubaanse Todie";0;;
Coraciiformes;Todidae;Todies;Todies;"Todus subulatus";"Broad-billed Tody";Diksnaveltodie;0;;
Coraciiformes;Todidae;Todies;Todies;"Todus angustirostris";"Narrow-billed Tody";Smalsnaveltodie;0;;
Coraciiformes;Todidae;Todies;Todies;"Todus todus";"Jamaican Tody";"Jamaicaanse Todie";0;;
Coraciiformes;Todidae;Todies;Todies;"Todus mexicanus";"Puerto Rican Tody";"Puertoricaanse Todie";0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Hylomanes momotula";"Tody Motmot";"Kleine Motmot";0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Aspatha gularis";"Blue-throated Motmot";Blauwkeelmotmot;0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Momotus mexicanus";"Russet-crowned Motmot";Bruinkapmotmot;0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Momotus coeruliceps";"Blue-capped Motmot";"Blue-capped Motmot";0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Momotus lessonii";"Lesson's Motmot";"Lesson's Motmot";0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Momotus subrufescens";"Whooping Motmot";"Caribische Motmot";0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Momotus bahamensis";"Trinidad Motmot";Trinidadmotmot;0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Momotus momota";"Amazonian Motmot";Amazonemotmot;0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Momotus aequatorialis";"Andean Motmot";Hooglandmotmot;0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Baryphthengus martii";"Rufous Motmot";"Rosse Motmot";0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Baryphthengus ruficapillus";"Rufous-capped Motmot";Roodkopmotmot;0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Electron carinatum";"Keel-billed Motmot";Kielsnavelmotmot;0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Electron platyrhynchum";"Broad-billed Motmot";Breedsnavelmomot;0;;
Coraciiformes;Momotidae;Motmots;Motmots;"Eumomota superciliosa";"Turquoise-browed Motmot";Wenbrauwmotmot;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Alcedo hercules";"Blyth's Kingfisher";"Blyths IJsvogel";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Alcedo atthis";"Common Kingfisher";IJsvogel;1;birds/alcedo-atthis/large.jpg;birds/alcedo-atthis/thumb.jpg
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Alcedo semitorquata";"Half-collared Kingfisher";Kobaltijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Alcedo quadribrachys";"Shining-blue Kingfisher";Glansijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Alcedo meninting";"Blue-eared Kingfisher";Menintingijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Alcedo peninsulae";"Malaysian Blue-banded Kingfisher";"Blue-banded Kingfisher (Malaysian)";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Alcedo euryzona";"Javan Blue-banded Kingfisher";"Blue-banded Kingfisher (Javan)";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Alcedo coerulescens";"Small Blue Kingfisher";Turkooisijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx azureus";"Azure Kingfisher";Azuurijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx websteri";"Bismarck Kingfisher";Bismarckdwergijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx cyanopectus";"Indigo-banded Kingfisher";Blauwborstdwergijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx flumenicola";"Northern Silvery-Kingfisher";"Ceyx flumenicolus";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx argentatus";"Southern Silvery-Kingfisher";"Zilveren Dwergijsvogel";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx pusillus";"Little Kingfisher";Papoeaijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx erithaca";"Black-backed Dwarf-Kingfisher";Jungledwergijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx rufidorsa";"Rufous-backed Dwarf-Kingfisher";"Ceyx rufidorsa";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx melanurus";"Philippine Dwarf-Kingfisher";"Filippijnse Dwergijsvogel";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx sangirensis";"Sangihe Dwarf-Kingfisher";"Sulawesi Dwarf-Kingfisher (Sangihe)";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx fallax";"Sulawesi Dwarf-Kingfisher";Sulawesidwergijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx margarethae";"Dimorphic Dwarf-Kingfisher";"Ceyx margarethae";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx wallacii";"Sula Dwarf-Kingfisher";"Ceyx wallacii";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx lepidus";"Moluccan Dwarf-Kingfisher";"Variable Dwarf-Kingfisher-";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx cajeli";"Buru Dwarf-Kingfisher";"Ceyx cajeli";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx solitarius";"Papuan Dwarf-Kingfisher";"Ceyx solitarius";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx dispar";"Manus Dwarf-Kingfisher";"Ceyx dispar";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx mulcatus";"New Ireland Dwarf-Kingfisher";"Ceyx mulcatus";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx sacerdotis";"New Britain Dwarf-Kingfisher";"Ceyx sacerdotis";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx collectoris";"New Georgia Dwarf-Kingfisher";"Ceyx collectoris";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx meeki";"North Solomons Dwarf-Kingfisher";"North Solomons Dwarf-Kingfisher";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx nigromaxilla";"Guadalcanal Dwarf-Kingfisher";"Guadalcanal Dwarf-Kingfisher";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ceyx gentianus";"Makira Dwarf-Kingfisher";"Ceyx gentianus";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Corythornis cristatus";"Malachite Kingfisher";Malachietijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Corythornis vintsioides";"Malagasy Kingfisher";Zwartsnavelijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Corythornis leucogaster";"White-bellied Kingfisher";Witbuikijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Corythornis madagascariensis";"Madagascar Pygmy Kingfisher";Madagaskardwergijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ispidina picta";"African Pygmy Kingfisher";"Afrikaanse Dwergijsvogel";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Ispidina lecontei";"African Dwarf Kingfisher";Bruinkopdwergijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Lacedo pulchella";"Banded Kingfisher";Zebraijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Dacelo novaeguineae";"Laughing Kookaburra";Kookaburra;1;birds/dacelo-novaeguineae/large.jpg;birds/dacelo-novaeguineae/thumb.jpg
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Dacelo leachii";"Blue-winged Kookaburra";Blauwvleugelkookaburra;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Dacelo tyro";"Spangled Kookaburra";Aroekookaburra;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Dacelo gaudichaud";"Rufous-bellied Kookaburra";Roodbuikkookaburra;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Dacelo rex";"Shovel-billed Kookaburra";Kikkerbekijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Cittura sanghirensis";"Sangihe Lilac Kingfisher";"Lilac-cheeked Kingfisher (Sangihe)";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Cittura cyanotis";"Sulawesi Lilac Kingfisher";"Lilac-cheeked Kingfisher (Sulawesi)";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Pelargopsis amauroptera";"Brown-winged Kingfisher";Bruinvleugelijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Pelargopsis capensis";"Stork-billed Kingfisher";Ooievaarsbekijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Pelargopsis melanorhyncha";"Great-billed Kingfisher";Grootsnavelijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Halcyon coromanda";"Ruddy Kingfisher";"Rosse IJsvogel";0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Halcyon badia";"Chocolate-backed Kingfisher";Witkeelijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Halcyon smyrnensis";"White-throated Kingfisher";Smyrnaijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Halcyon gularis";"Brown-breasted Kingfisher";Bruinborstijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Halcyon leucocephala";"Gray-headed Kingfisher";Grijskopijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Halcyon pileata";"Black-capped Kingfisher";Zwartkapijsvogel;0;;
Coraciiformes;Alcedinidae;Kingfishers;Kingfishers;"Halcyon cyanoventris";"Javan Kingfisher";"Javaanse IJsvogel";0;;
